Country,City,Line,Phase,Start_year,End_year,RR,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform_length_meters,Source1,Cost,Currency,Year,PPP_rate,Real_cost,Cost_km_millions,Anglo,Inflation_index,Real_cost_2023_dollars,Cost_km_2023_dollars,Source2,Reference1,Reference2,Reference3,Comments
CN,Kunming,Line 3,Line 3 Phase 2,2013,2018,0,4,NaN,NaN,NaN,NaN,3,117,NaN,2493,CNY,2016,0.251,625.743,156.43575,0,1.269554638,794.4149278,198.603732,NaN,https://www.kankanyn.com/jianwen/34919.html,NaN,NaN,NaN
CN,Changchun,Line 2,Line 2 Eastern Extension,2019,2025,0,9.1,100,9.1,0,0,5,NaN,Plan,5131,CNY,2018,0.237,1216.047,133.6315385,0,1.21343491,1475.593882,162.1531739,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf,NaN,NaN,NaN
CN,Hangzhou,Line 5,Line 5 Phase 2,2017,2020,0,3.2,NaN,NaN,NaN,NaN,2,NaN,Plan,1754,CNY,2016,0.251,440.254,137.579375,0,1.269554638,558.9265076,174.6645336,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf,NaN,NaN,NaN
CN,Guiyang,S1,S1 Phase 1,2016,2020,0,28.5,53,15.1,0,0,12,NaN,Plan,15479,CNY,2016,0.251,3885.229,136.3238246,0,1.269554638,4932.510497,173.0705437,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=362,NaN,NaN,NaN
CN,Chongqing,Line 4,Line 4 Phase 2,NaN,NaN,0,32.6,63,20.67,0,0,14,NaN,Plan,18068,CNY,2018,0.237,4282.116,131.3532515,0,1.21343491,5196.069044,159.388621,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670713741772.pdf,NaN,NaN,NaN
CN,Changsha,Line 2,Line 2 West Extension Phase 1,2012,2015,0,4.5,NaN,NaN,NaN,NaN,4,NaN,Plan,2466,CNY,2012,0.2808,692.4528,153.8784,0,1.327133984,918.9776434,204.2172541,Plan,https://www.ndrc.gov.cn/fzggw/jgsj/zcs/sjdt/201212/t20121224_1145294.html,NaN,NaN,NaN
CN,Beijing,Line 5,Line 5,2002,2007,0,27.6,NaN,NaN,NaN,NaN,23,NaN,Media,12000,CNY,2004,0.355,4260,154.3478261,0,1.613033351,6871.522075,248.9681911,Media,http://finance.sina.com.cn/b/20040419/0854725033.shtml,NaN,NaN,NaN
CN,Chongqing,Ring Line,Ring Line,2012,2016,0,50.93,86,43.622,NaN,NaN,33,117,NaN,34163,CNY,2014,0.266,9087.358,178.4283919,0,1.287096175,11696.30372,229.6545007,NaN,http://www.gzcy.org/uploadfile/2013/0930/20130930103001739.pdf,NaN,NaN,NaN
CN,Changsha,Line 1 North Extension,Line 1 North Extension Phase 1,2017,2021,0,9.93,54,5.4,0,0,5,117,Plan,6111,CNY,2017,0.239,1460.529,147.0824773,0,1.243072781,1815.543845,182.8342241,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/t20170323_962232.html,NaN,NaN,NaN
CN,Kunming,Line 5,Line 5,2020,NaN,0,26.45,100,26.45,NaN,NaN,22,117,NaN,22848,CNY,2020,0.239,5460.672,206.4526276,0,1.17731472,6428.929527,243.0597175,NaN,https://www.kankanyn.com/jianwen/34919.html,NaN,NaN,NaN
CN,Xiamen,Line 4,Line 4,2017,2022,0,69.6,45,31.2,0,0,18,NaN,Plan,36256,CNY,2016,0.251,9100.256,130.7508046,0,1.269554638,11553.27221,165.9952904,Plan,http://www.gov.cn/xinwen/2016-10/13/5118393/files/fc4eeffb973d4e0297ef1fb6bcaa4e73.pdf,NaN,NaN,NaN
CN,Chongqing,Line 6,Line 6 Branch (EXPO) Phase 2,2016,2020,0,13.99,64,8.93,0,0,7,117,Plan,7474,CNY,2018,0.237,1771.338,126.6145818,0,1.21343491,2149.403367,153.6385538,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670713741772.pdf,NaN,NaN,NaN
CN,Wuhan,Line 8,Line 8 Phase 3,NaN,NaN,0,4.9,100,4.9,0,0,2,NaN,Plan,2597,CNY,2018,0.237,615.489,125.61,0,1.21343491,746.8558395,152.4195591,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf,NaN,NaN,NaN
CN,Nanjing,Line 3,Line 3 Phase 3,2015,2017,0,6.6,100,6.6,0,0,2,NaN,Plan,3370,CNY,2015,0.258,869.46,131.7363636,0,1.285570233,1117.751895,169.3563477,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201505/W020190910670534928118.pdf,NaN,NaN,NaN
CN,Chongqing,Line 9,Line 9 Phase 2,2016,2020,0,10.77,NaN,NaN,NaN,NaN,5,NaN,Media,5613,CNY,2013,0.273,1532.349,142.2793872,0,1.307975292,2004.27463,186.0979229,Media,http://politics.people.com.cn/n/2013/0223/c70731-20575832.html,NaN,NaN,NaN
CN,Chongqing,Line 9,Line 9 Phase 1,2021,NaN,0,32.3,NaN,NaN,NaN,NaN,26,117,NaN,21100,CNY,2021,0.239,5042.9,156.126935,0,1.124486105,5670.670981,175.5625691,Trade,http://www.rail-transit.com/project/show.php?itemid=238,NaN,NaN,NaN
CN,Wuhan,Line 7,Line 7 Northern Extension,NaN,NaN,0,33.6,40,13.6,0,0,9,NaN,Plan,17559,CNY,2018,0.237,4161.483,123.8536607,0,1.21343491,5049.68875,150.2883557,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf,NaN,NaN,NaN
CN,Wuhan,Line 2,Line 2 Northern Extension,2016,NaN,0,19.8,69,13.7,NaN,NaN,7,156,NaN,9437,CNY,2016,0.251,2368.687,119.6306566,0,1.269554638,3007.177567,151.8776549,NaN,http://hb.sina.com.cn/news/b/2013-06-03/070979213.html,NaN,NaN,NaN
CN,Xi'an,Line 10,Line 10 Phase 1,2020,2026,0,34.11,NaN,NaN,NaN,NaN,16,117,Trade,21903,CNY,2021,0.239,5234.817,153.4686895,0,1.124486105,5886.478981,172.573409,Trade,http://www.rail-transit.com/project/show.php?itemid=504,NaN,NaN,NaN
CN,Chongqing,Line 4,Line 4 Phase 1,2013,2018,0,15.77,70,11.05,4.731,0,9,NaN,Plan,8805,CNY,2013,0.273,2403.765,152.4264426,0,1.307975292,3144.065227,199.3700207,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670713741772.pdf,NaN,NaN,NaN
CN,Nanchang,Line 1,Line 1 Eastern Extension,2018,2021,0,4.1,100,4.1,0,0,2,NaN,Plan,2040,CNY,2015,0.258,526.32,128.3707317,0,1.285570233,676.6213252,165.0295915,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=316,NaN,NaN,NaN
CN,Changsha,Line 6,Line 6 East,2018,2022,0,12.15,100,12.15,0,0,5,NaN,Plan,6140,CNY,2017,0.239,1467.46,120.7786008,0,1.243072781,1824.159583,150.1365912,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf,NaN,NaN,NaN
CN,Changchun,Line 4,Line 4 Southern Extension,NaN,NaN,0,4,0,0,0,0,6,NaN,Plan,2013,CNY,2018,0.237,477.081,119.27025,0,1.21343491,578.9067404,144.7266851,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf,NaN,NaN,NaN
CN,Kunming,Line 4,Line 4,2020,NaN,0,43.5,100,43.5,NaN,NaN,26,117,NaN,30302,CNY,2020,0.239,7242.178,166.4868506,0,1.17731472,8526.322764,196.0074199,NaN,https://www.kankanyn.com/jianwen/34919.html,NaN,NaN,NaN
CN,Wuhan,Line 21,Line 21,NaN,NaN,0,33.7,72,24.2,9.773,0,15,NaN,Plan,16107,CNY,2015,0.258,4155.606,123.3117507,0,1.285570233,5342.323375,158.5259162,Plan,http://img.thupdi.com/news/2015/08/1440573393290975.pdf,NaN,NaN,NaN
CN,Changsha,Line 4,Line 4 North Extension,2018,2022,0,14.26,14,2.06,0,0,8,NaN,Plan,6831,CNY,2017,0.239,1632.609,114.4887097,0,1.243072781,2029.451809,142.3177987,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf,NaN,NaN,NaN
CN,Shanghai,Line 11,Line 11 (to Disney),NaN,2016,0,9.15,16,1.46,7.73,0.0475,3,NaN,Media,4371,CNY,2012,0.2808,1227.3768,134.139541,0,1.327133984,1628.893463,178.0211435,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A11%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Wuhan,Line 16,Line 16,2020,NaN,0,33,38,12.7,NaN,NaN,12,138,NaN,16974,CNY,2020,0.239,4056.786,122.9329091,0,1.17731472,4776.113874,144.7307234,Trade,http://www.rail-transit.com/project/show.php?itemid=184,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf,NaN,NaN
CN,Nanchang,Line 2,Line 2 Western Extension,2015,2018,0,8.5,100,8.5,0,0,7,NaN,Plan,3930,CNY,2015,0.258,1013.94,119.2870588,0,1.285570233,1303.491082,153.351892,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=316,NaN,NaN,NaN
CN,Beijing,Line 15,Line 15 Phase 1,2009,2014,0,41.4,67,27.7,13.605,0.471,18,117,Media,18100,CNY,2010,0.3,5430,131.1594203,0,1.397356642,7587.646568,183.2764871,Media,http://finance.ifeng.com/city/bj/20101117/2902241.shtml,NaN,NaN,NaN
CN,Shanghai,Line 6,Line 6,2002,2011,0,33.09,64,21.05,11.845,0.3983,28,NaN,Plan,12000,CNY,2002,0.372,4464,134.9048051,0,1.69372985,7560.81005,228.4922953,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A6%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Wuhan,Line 1,Line 1 Phase 4 (Jinghe),2015,2017,0,3.97,0,0,3.97,0,2,NaN,Measured,1740,CNY,2015,0.258,448.92,113.0780856,0,1.285570233,577.1181892,145.3698209,Media,https://zh.wikipedia.org/wiki/%E6%AD%A6%E6%B1%89%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF#%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B,NaN,NaN,NaN
CN,Changchun,Line 9,Line 9 (Konggang),2019,2025,0,28.2,49,13.9,0,0,8,NaN,Plan,12640,CNY,2018,0.237,2995.68,106.2297872,0,1.21343491,3635.062692,128.9029323,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf,NaN,NaN,NaN
CN,Tianjin,M3,M3 Phase 2,NaN,NaN,0,3.9,0,0,3.75,0.15,3,NaN,Plan,1704,CNY,2015,0.258,439.632,112.7261538,0,1.285570233,565.1778128,144.9173879,Media,https://wenku.baidu.com/view/801ab19a8ad63186bceb19e8b8f67c1cfbd6ee6e.html,NaN,NaN,NaN
CN,Chongqing,Line 6,Line 6 Branch (EXPO),2013,NaN,0,12.1,98,11.9,NaN,NaN,5,117,NaN,5563,CNY,2013,0.273,1518.699,125.512314,0,1.307975292,1986.420767,164.1670056,Media,http://politics.people.com.cn/n/2013/0223/c70731-20575832.html,NaN,NaN,NaN
CN,Kunming,Line 2,Line 2 Phase 2,2017,2019,0,9.2,100,9.2,0,0,8,NaN,Plan,5326,CNY,2013,0.273,1453.998,158.0432609,0,1.307975292,1901.793458,206.7166802,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400,NaN,NaN,NaN
CN,Chongqing,Line 5,Line 5 Phase 1,2013,2017,0,40,NaN,NaN,NaN,NaN,25,NaN,Media,20046,CNY,2013,0.273,5472.558,136.81395,0,1.307975292,7157.970646,178.9492661,Media,http://politics.people.com.cn/n/2013/0223/c70731-20575832.html,NaN,NaN,NaN
CN,Kunming,Line 6,Line 6,2020,NaN,0,25.61,59,15.01,NaN,NaN,8,117,NaN,14171,CNY,2020,0.239,3386.869,132.247911,0,1.17731472,3987.410728,155.6974123,NaN,https://www.kankanyn.com/jianwen/34919.html,https://yn.leju.com/news/2020-07-03/17306684750030261506576.shtml,NaN,NaN
CN,Beijing,Line 13,Line 13B,2019,2022,0,32.2,32,10.3,12.11,10.108,15,NaN,Plan,12640,CNY,2019,0.238,3008.32,93.42608696,0,1.191839066,3585.433298,111.3488602,Plan,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html,NaN,NaN,NaN
CN,Changsha,Line 5,Line 5 North Extension,2019,2022,0,3.65,48,1.77,0,0,2,NaN,Plan,1409,CNY,2017,0.239,336.751,92.26054795,0,1.243072781,418.606002,114.6865759,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf,NaN,NaN,NaN
CN,Beijing,Line 8,Line 8 Northern Extension,2011,2013,0,6.328,73,4.648,1.7091,0,3,NaN,Measured,3212.2,CNY,2011,0.284,912.2648,144.1632111,0,1.354598358,1235.7524,195.283249,Media,https://max.book118.com/html/2017/1209/143431974.shtm,NaN,NaN,NaN
CN,Shanghai,Line 8,Line 8 Phase 3 (Pujiang Line),2016,2018,0,6.689,0,0,6.65,0.04,6,NaN,Media,3177,CNY,2015,0.258,819.666,122.539393,0,1.285570233,1053.738211,157.5329961,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E6%B5%A6%E6%B1%9F%E7%BA%BF#cite_note-4,NaN,NaN,NaN
CN,Kunming,Line 1,Line 1 Southern Extension,2013,2015,0,7.3,NaN,NaN,NaN,NaN,3,NaN,Plan,2395,CNY,2013,0.273,653.835,89.56643836,0,1.307975292,855.2000248,117.1506883,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400,NaN,NaN,NaN
CN,Changchun,Line 3,Line 3 Southern Extension,NaN,NaN,0,3,27,0.8,0,0,2,NaN,Plan,839,CNY,2018,0.237,198.843,66.281,0,1.21343491,241.2830379,80.42767928,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf,NaN,NaN,NaN
CN,Beijing,Capital Airport Express,Capital Airport Express,2005,2008,0,28.1,0,0,17.315,10.785,4,NaN,Measured,622.3,CNY,2005,0.3519,218.98737,7.79314484,0,1.560174091,341.658421,12.15866267,Media,http://news.sciencenet.cn/sbhtmlnews/2008/8/209799.html,NaN,NaN,NaN
CN,Wenzhou,S1,S1 Phase 1,NaN,NaN,0,53.5,NaN,NaN,NaN,NaN,NaN,NaN,Media,18606.83,CNY,2014,0.266,4949.41678,92.51246318,0,1.287096175,6370.375404,119.0724375,Media,http://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web1825/site/attach/0/150120083915404.pdf,NaN,NaN,NaN
CN,Wenzhou,S2,S2 Phase 1,NaN,NaN,0,70.299,NaN,NaN,NaN,NaN,NaN,NaN,Media,26200,CNY,2014,0.266,6969.2,99.13654533,0,1.287096175,8970.03066,127.5982683,Media,http://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web1825/site/attach/0/150120083915404.pdf,NaN,NaN,NaN
CN,Wenzhou,M1,M1,2022,NaN,0,32.5,100,32.5,NaN,NaN,23,117,NaN,26000,CNY,2021,0.239,6214,191.2,0,1.124486105,6987.556659,215.0017434,NaN,https://www.163.com/dy/article/GT2J4GU20545AOQT.html,NaN,NaN,NaN
CN,Lanzhou,Line 2,Line 2 Phase 1,2021,NaN,0,9.6,100,9.6,NaN,NaN,9,138,NaN,8960,CNY,2021,0.239,2141.44,223.0666667,0,1.124486105,2408.019526,250.8353673,Trade,http://www.rail-transit.com/project/show.php?itemid=241,NaN,NaN,NaN
CN,Lanzhou,Line 1,Line 1 Phase 1,NaN,2019,0,25.9,100,25.9,NaN,NaN,20,138,NaN,19816,CNY,2019,0.238,4716.208,182.092973,0,1.191839066,5620.960936,217.0255188,Trade,http://www.rail-transit.com/project/show.php?itemid=419,NaN,NaN,NaN
CN,Dongguan,Line 1,Line 1 Phase 1,2021,2026,0,57.46,86,49.4,NaN,NaN,25,117,NaN,37976,CNY,2019,0.238,9038.288,157.2970414,0,1.191839066,10772.18472,187.4727589,Plan,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18775,NaN,NaN,NaN
CN,Dongguan,Line 1,Line 1 Phase 2,2023,2028,0,10.9,35,3.8,0,0,4,NaN,Plan,6055,CNY,2019,0.238,1441.09,132.2100917,0,1.191839066,1717.547359,157.5731522,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc,NaN,NaN,NaN
CN,Dongguan,Line 1,Line 1 Phase 3,2021,2026,0,51.5,100,51.5,NaN,NaN,20,117,NaN,36807,CNY,2019,0.238,8760.066,170.0983689,0,1.191839066,10440.58888,202.7298811,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc,NaN,NaN,NaN
CN,Dongguan,Line 1,Line 1 Feeder Phase 1,2022,2027,0,25.56,100,25.56,0,0,10,NaN,Plan,17499,CNY,2019,0.238,4164.762,162.9406103,0,1.191839066,4963.726051,194.1989848,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc,NaN,NaN,NaN
CN,Dongguan,Line 2,Line 2 Phase 3,2022,2027,0,17.5,96,16.8,NaN,NaN,9,117,NaN,14690,CNY,2019,0.238,3496.22,199.784,0,1.191839066,4166.931578,238.1103759,Trade,https://finance.sina.com.cn/jjxw/2022-08-26/doc-imizmscv7763110.shtml?finpagefr=p_115,NaN,NaN,NaN
CN,Dongguan,Line 3,Line 3 Phase 1,2023,2028,0,50.14,100,50.14,0,0,18,NaN,Plan,32178,CNY,2019,0.238,7658.364,152.7396091,0,1.191839066,9127.537394,182.041033,Plan,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18775,NaN,NaN,NaN
CN,Dongguan,Line 3,Line 3 feeder,2024,2028,0,1.8,100,1.8,0,0,1,NaN,Plan,1297,CNY,2019,0.238,308.686,171.4922222,0,1.191839066,367.9040338,204.3911299,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc,NaN,NaN,NaN
SA,Riyadh,Blue,Blue,2015,2016,0,38,43,16.2,0,0,22,NaN,Trade,6561,USD,2013,1.82,11941.02,314.2373684,0,1.307975292,15618.55912,411.0147136,Plan,http://www.riyadhmetro.sa/,NaN,NaN,NaN
SA,Riyadh,Red,Red,2014,2020,0,25.3,0,0,0,0,13,NaN,Trade,2880,USD,2013,1.82,5241.6,207.1778656,0,1.307975292,6855.883288,270.9835292,Media,NaN,NaN,NaN,NaN
SA,Riyadh,Orange,Orange,2014,2017,0,40.7,14,5.7,0,0,20,NaN,Trade,5002,USD,2013,1.82,9103.64,223.6766585,0,1.307975292,11907.33618,292.5635426,Media,NaN,NaN,NaN,NaN
SA,Riyadh,Yellow,Yellow,2014,2020,0,29.6,0,0,0,0,8,NaN,Trade,2270,USD,2013,1.82,4131.4,139.5743243,0,1.307975292,5403.76912,182.5597676,Trade,https://www.fastmetroriyadh.com/about/our-lines/,NaN,NaN,NaN
SA,Riyadh,Green,Green,2015,2016,0,12.9,93,12,0,0,11,NaN,Trade,2220,USD,2013,1.82,4040.4,313.2093023,0,1.307975292,5284.743368,409.6700285,Trade,https://www.fastmetroriyadh.com/ar/%d8%a7%d9%84%d8%ae%d8%b1%d9%8a%d8%b7%d8%a9-2/,NaN,NaN,NaN
SA,Riyadh,Purple,Purple,2014,2019,0,29.9,0,0,0,0,6,NaN,Trade,3330,USD,2013,1.82,6060.6,202.6956522,0,1.307975292,7927.115052,265.1209048,Trade,https://www.fastmetroriyadh.com/about/our-lines/,NaN,NaN,NaN
SA,Jeddah,Jeddah Metro,Jeddah Metro,2014,2025,0,161.1,12,20,0,0,81,NaN,Trade,12000,USD,2015,1.435,17220,106.8901304,0,1.285570233,22137.51942,137.4147698,Plan,http://www.metrojeddah.com.sa/page/Metro,NaN,NaN,NaN
SA,Mecca,Mecca Metro,Mecca Metro,2009,NaN,NaN,188,NaN,NaN,NaN,NaN,90,NaN,NaN,62000,SAR,2010,0.616,38192,203.1489362,0,1.397356642,53367.84488,283.8715153,NaN,NaN,NaN,NaN,NaN
SA,Ad Dammam,Dammam Metro,Dammam Metro (a-Sharqiya),2014,NaN,0,50,0,0,0,0,NaN,NaN,NaN,16000,USD,2010,1.623,25968,519.36,0,1.397356642,36286.55729,725.7311458,Media,https://www.bncnetwork.net/Project/Dammam_Metro/lLeKWJzyKRk=,NaN,NaN,NaN
QA,Doha,Doha Metro,Doha Metro,2013,2026,0,124,90,111.5,0,0,NaN,NaN,Trade,36000,USD,2013,2.5,90000,725.8064516,0,1.307975292,117717.7762,949.3369052,Media,https://www.railway-technology.com/projects/doha-metro/,NaN,NaN,NaN
BH,Bahrain,Phase 1,Phase 1 (Red & Blue),2018,2023,1,28.6,0,0,0,0,20,NaN,NaN,453,BD,2019,5,2265,79.1958042,0,1.191839066,2699.515484,94.38865327,Media,https://www.urbantransportnews.com/bahrain-to-finalise-109-km-light-metro-rail-bids-in-march-2020/,NaN,NaN,NaN
BH,Bahrain,Phase 2,Phase 2,2020,NaN,1,72.7,0,0,0,0,NaN,NaN,NaN,1500,BD,2010,5,7500,103.1636864,0,1.397356642,10480.17482,144.1564624,Media,http://www.tradearabia.com/news/stn_178416.html,NaN,NaN,NaN
AE,Dubai,Phase 1,Phase 1 - Red Line,2005,2010,0,35,13,4.7,0,0,29,NaN,Trade,4200,USD,2005,1.8,7560,216,0,1.560174091,11794.91613,336.9976037,NaN,NaN,NaN,NaN,NaN
AE,Dubai,Phase 2,Phase 2 - Green Line,2006,2010,0,22.5,35,7.9,0,0,20,NaN,NaN,3600,USD,2006,1.9,6840,304,0,1.511418651,10338.10357,459.4712698,NaN,NaN,NaN,NaN,NaN
AE,Dubai,Red Line,Phase 3 (Red Line Extension/Route 2020),2016,2020,0,15,21,3.2,0,0,7,NaN,Trade,2900,USD,2016,1.9,5510,367.3333333,0,1.269554638,6995.246055,466.349737,Media,https://www.railway-technology.com/projects/route-2020-dubai/,NaN,NaN,NaN
EG,Cairo,Line 1,Line 1,1982,1987,1,44,14,6.3,0,0,35,NaN,Trade,973,EGP,1987,2.5,2432.5,55.28409091,0,2.682235915,6524.538864,148.2849742,Media,NaN,NaN,NaN,NaN
EG,Cairo,Line 2,Line 2,1993,2005,0,22,43,9.5,0,0,20,NaN,Trade,9700,EGP,2005,1,9700,440.9090909,0,1.560174091,15133.68868,687.8949402,Media,NaN,NaN,NaN,NaN
EG,Cairo,Line 3,Line 3 Phase 1,2006,2012,0,4.3,100,4.3,0,0,5,NaN,Trade,4200,EGP,2009,0.714285714,3000,697.6744186,0,1.420277155,4260.831465,990.8910384,Media,http://english.ahram.org.eg/NewsContent/3/12/35035/Business/Economy/Cairos-rd-underground-line-opens-Tuesday-linking-A.aspx,NaN,NaN,NaN
EG,Cairo,Line 4,Line 4 (4 Phases),2019,NaN,0,19,NaN,NaN,NaN,NaN,17,NaN,NaN,3600,USD,2019,3.6,12960,682.1052632,0,1.191839066,15446.23429,812.9596995,NaN,NaN,NaN,NaN,NaN
EG,Cairo,Line 6,Line 6,2017,NaN,0,21,65,13.7,0,0,24,NaN,Trade,4000,USD,2017,3.1,12400,590.4761905,0,1.243072781,15414.10248,734.00488,Media,https://tunnelbuilder.com/News/New-metro-line-6-in-Cairo-deal-signed-.aspx,NaN,NaN,NaN
KW,Kuwait City,Kuwait Metro,Kuwait Metro,2020,2025,0,160,35,56,0,0,68,NaN,Trade,20000,USD,2020,1.52,30400,190,0,1.17731472,35790.36749,223.6897968,Media,https://www.railjournal.com/passenger/metros/kuwait-announces-details-of-metro-project/,NaN,NaN,NaN
CN,Shanghai,Line 15,Line 15,2016,2021,0,42.3,100,42.3,NaN,NaN,30,138,NaN,47683,CNY,2019,0.238,11348.554,268.2873286,0,1.191839066,13525.65,319.755319,Trade,http://www.rail-transit.com/project/show.php?itemid=287,NaN,NaN,NaN
CN,Shanghai,Line 14,Line 14,2014,2021,0,38.15,100,38.15,NaN,NaN,31,184,NaN,58073,CNY,2021,0.239,13879.447,363.8125033,0,1.124486105,15607.2453,409.1021049,Trade,http://www.rail-transit.com/project/show.php?itemid=201,NaN,NaN,NaN
CN,Shanghai,Line 16,Line 16,2010,2014,0,58.96,23,13.69,45.3992,0,NaN,NaN,Media,18160,CNY,2010,0.3,5448,92.40162822,0,1.397356642,7612.798987,129.118029,Media,https://www.sohu.com/a/134664821_249521;  https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A16%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Shenzhen,Line 1,Line 1 Phase 2,NaN,NaN,0,23.5,78,18.3,3.43,1.975,15,NaN,Plan,12126,CNY,2019,0.238,2885.988,122.808,0,1.191839066,3439.633241,146.367372,Plan,http://fgw.sz.gov.cn/zwgk/qt/tzgg/201902/P020190226346098115982.pdf,NaN,NaN,NaN
CN,Shenzhen,Line 2,Line 2,NaN,NaN,0,35.8,100,35.8,0,0,29,NaN,Plan,17787,CNY,2019,0.238,4233.306,118.2487709,0,1.191839066,5045.419468,140.9335047,Plan,http://fgw.sz.gov.cn/zwgk/qt/tzgg/201902/P020190226346098115982.pdf,NaN,NaN,NaN
CN,Shenzhen,Line 3,Line 3,NaN,NaN,0,41.5,45,18.52,23.24,0,30,NaN,Plan,16858,CNY,2019,0.238,4012.204,96.67961446,0,1.191839066,4781.901466,115.2265414,Plan,http://fgw.sz.gov.cn/zwgk/qt/tzgg/201902/P020190226346098115982.pdf,NaN,NaN,NaN
CN,Shenzhen,Line 4,Line 4 Phase 2,NaN,NaN,0,15.94,32,5.09,10.9986,0,10,NaN,Plan,5799,CNY,2019,0.238,1380.162,86.58481807,0,1.191839066,1644.930988,103.1951687,Plan,http://fgw.sz.gov.cn/zwgk/qt/tzgg/201902/P020190226346098115982.pdf,NaN,NaN,NaN
CN,Shenzhen,Line 5,Line 5,NaN,NaN,0,40.1,89,35.8,4.411,0,27,NaN,Plan,20558,CNY,2019,0.238,4892.804,122.0150623,0,1.191839066,5831.434948,145.4223179,Plan,http://fgw.sz.gov.cn/zwgk/qt/tzgg/201902/P020190226346098115982.pdf,NaN,NaN,NaN
CN,Shenzhen,Line 7,Line 7,NaN,2016,0,30.2,100,30.2,0,0,28,NaN,Plan,26876,CNY,2013,0.273,7337.148,242.9519205,0,1.307975292,9596.808295,317.7751091,Plan,http://fgw.sz.gov.cn/zwgk/qt/tzgg/201902/P020190226346098115982.pdf,NaN,NaN,NaN
CN,Shenzhen,Line 9,Line 9,NaN,NaN,0,25.33,100,25.33,0,0,22,NaN,Plan,22371,CNY,2019,0.238,5324.298,210.1973154,0,1.191839066,6345.706353,250.521372,Plan,http://fgw.sz.gov.cn/zwgk/qt/tzgg/201902/P020190226346098115982.pdf,NaN,NaN,NaN
